building_id,date,lease_cost,total_operating_expense,energy_costs,utilities_costs,maintenance_costs,catering_costs,cleaning_costs,security_costs,insurance_costs,waste_disposal_costs,other_costs
B022,01/04/2023,0,21105,4594,5295,2938,1217,3320,3549,2875,688,1223
B022,01/05/2023,0,24497,8033,9539,2153,1270,3212,3580,1028,1178,2537
B022,01/06/2023,0,17954,2092,2401,4412,1263,1784,4741,1115,1702,536
B022,01/07/2023,0,16742,2304,2674,3942,576,1889,2285,2190,1520,1666
B022,01/08/2023,0,17678,6160,7196,1214,1583,1248,2405,2682,525,825
B022,01/09/2023,0,25815,6690,7951,2658,1181,3655,4607,1345,1524,2894
B022,01/10/2023,0,20941,7114,8062,2013,1119,1664,3487,1504,1441,1651
B022,01/11/2023,0,25694,9386,10518,4642,1780,1897,2415,1193,1728,1521
B022,01/12/2023,0,25522,8529,9838,1417,1790,2440,4431,2816,822,1968
B022,01/01/2024,0,21382,4986,5558,2529,1466,3534,4293,1103,664,2235
B022,01/02/2024,0,26942,7718,9405,4062,1857,1863,4921,1563,1656,1615
B022,01/03/2024,0,20255,2459,3050,4637,1824,1840,3268,1090,1606,2940
B022,01/04/2024,0,17627,2535,3022,4309,910,1690,2426,2666,1246,1358
B022,01/05/2024,0,24302,6036,7450,4942,1081,3886,2105,2144,534,2160
B022,01/06/2024,0,20399,5601,6968,2793,1615,1475,3413,1687,951,1497
B022,01/07/2024,0,18415,2795,3467,3371,1262,3389,2582,1659,1244,1441
B022,01/08/2024,0,28040,8188,9423,3944,1095,2897,4586,2506,1456,2133
B022,01/09/2024,0,18154,4366,5298,3440,1135,2063,3423,1435,856,504
B022,01/10/2024,0,18748,2756,3443,2824,647,1255,4541,2571,1141,2326
B022,01/11/2024,0,21898,5610,6915,2060,1642,1466,2643,2883,1576,2713
B022,01/12/2024,0,28418,8764,10636,4218,1462,3602,2767,1438,1622,2673
B022,01/01/2025,0,16420,2505,2954,2032,946,1399,4342,2506,1264,977
B023,01/01/2020,0,29418,9533,11345,3466,1529,3549,4289,1475,1241,2524
B023,01/02/2020,0,24517,7930,8908,1863,1072,2966,4379,1292,1073,2964
B023,01/03/2020,0,25575,6676,7709,4007,1592,2993,3715,1641,1855,2063
B023,01/04/2020,0,16504,4579,5353,1468,978,1217,2331,2017,837,2303
B023,01/05/2020,0,19476,6454,7970,1099,1593,1766,2403,2019,577,2049
B023,01/06/2020,0,25055,9587,10699,2010,1357,3989,3992,1002,976,1030
B023,01/07/2020,0,18671,5139,6000,2283,936,1556,2920,1905,1088,1983
B023,01/08/2020,0,22056,5798,6460,3324,892,1426,4446,2008,1238,2262
B023,01/09/2020,0,26391,8393,10144,1530,617,3748,4402,2861,974,2115
B023,01/10/2020,0,23991,7984,9198,2429,1394,3024,2799,2447,1093,1607
B023,01/11/2020,0,27185,9687,11930,3505,1196,2764,3404,2512,758,1116
B023,01/12/2020,0,24215,9673,11243,2235,620,3100,3009,1792,768,1448
B023,01/01/2021,0,24765,6035,7097,4766,1367,3087,4505,2552,731,660
B023,01/02/2021,0,20798,5347,6564,1829,935,2843,3626,2096,751,2154
B023,01/03/2021,0,25258,9885,11247,1515,1398,2832,4530,1169,1187,1380
B023,01/04/2021,0,19356,5613,6857,1878,958,1861,2817,1121,1907,1957
B023,01/05/2021,0,22485,6551,7543,4002,1329,1680,2342,1809,1572,2208
B023,01/06/2021,0,20455,5083,5820,3157,1377,1113,4568,2025,1128,1267
B023,01/07/2021,0,21358,7886,9044,1496,1023,1679,2589,1990,1776,1761
B023,01/08/2021,0,19705,3020,3542,2991,1798,2780,4767,1572,1729,526
B023,01/09/2021,0,18465,3639,4343,2956,777,2587,2676,1582,1330,2214
B023,01/10/2021,0,25115,8470,9970,3670,1333,3110,2845,1927,1255,1005
B023,01/11/2021,0,24088,6312,7794,3390,1079,1148,4540,2581,1183,2373
B023,01/12/2021,0,20103,3520,4260,1128,1788,2443,3337,2791,1766,2590
B023,01/01/2022,0,19857,5731,6502,2102,829,2994,2762,2901,1218,549
B023,01/02/2022,0,23537,5238,6123,1957,1593,3614,4469,1791,1442,2548
B023,01/03/2022,0,20043,3845,4517,4886,588,2291,3427,2881,877,576
B023,01/04/2022,0,22386,5659,6452,4399,527,3331,3609,2229,973,866
B023,01/05/2022,0,22385,9299,10722,1035,1163,2574,2359,2247,1091,1194
B023,01/06/2022,0,24274,6545,7866,4243,1939,2260,4744,1270,529,1423
B023,01/07/2022,0,20700,4118,5129,4173,1604,1019,3373,1581,1779,2042
B023,01/08/2022,0,25398,7165,8519,3589,1681,2286,4655,2121,1788,759
B023,01/09/2022,0,20405,4012,4930,3264,786,3609,2390,1181,1757,2488
B023,01/10/2022,0,24338,3746,4643,4839,1521,3330,4686,2953,624,1742
B023,01/11/2022,0,14699,2279,2614,1018,878,2901,2874,1001,539,2874
B023,01/12/2022,0,24819,9891,11916,1952,1284,1772,3268,1248,539,2840
B023,01/01/2023,0,19473,5246,6009,1330,811,1664,3884,2668,1865,1242
B023,01/02/2023,0,18421,3389,4202,2184,1226,1481,3564,2670,998,2096
B023,01/03/2023,0,22451,3963,4903,4893,745,3146,4909,1942,1231,682
B023,01/04/2023,0,26866,9156,10711,3415,1335,3324,3994,2128,1075,884
B023,01/05/2023,0,18475,3948,4560,2130,1707,1213,3147,2673,906,2139
B023,01/06/2023,0,22719,9281,10446,1188,1674,1682,2183,2460,1582,1504
B023,01/07/2023,0,23001,4732,5519,2073,1964,1094,4856,2968,1601,2926
B023,01/08/2023,0,28956,9132,11333,3790,698,3356,4447,2623,939,1770
B023,01/09/2023,0,16085,2724,3083,2352,1186,1272,3318,2815,894,1165
B023,01/10/2023,0,20989,2569,3092,4721,1996,1715,4801,2113,1202,1349
B023,01/11/2023,0,20809,4974,6181,2192,816,3634,3428,1460,1825,1273
B023,01/12/2023,0,21348,4174,5152,4439,638,2506,4759,1172,546,2136
B023,01/01/2024,0,15934,2315,2758,1590,1822,1025,3082,2039,643,2975
B023,01/02/2024,0,24470,7520,8388,3636,1059,2922,3187,2178,661,2439
B023,01/03/2024,0,25800,7516,9018,4964,1512,2897,2490,2901,1498,520
B023,01/04/2024,0,20916,8325,9516,1003,917,2454,2345,2243,737,1701
B023,01/05/2024,0,19319,6562,7988,1559,1459,1305,2436,2577,502,1493
B023,01/06/2024,0,20318,4341,4983,3418,519,2979,4396,1780,782,1461
B023,01/07/2024,0,21259,3678,4316,3374,1410,1401,3971,2822,1316,2649
B023,01/08/2024,0,22736,6950,8517,3501,1099,3228,2395,1294,1367,1335
B023,01/09/2024,0,22967,6067,7255,4662,790,2419,3616,1221,1326,1678
B023,01/10/2024,0,17291,2068,2480,1225,1793,3532,3932,2056,1324,949
B023,01/11/2024,0,18746,4917,6106,1188,989,1301,4016,1683,1257,2206
B023,01/12/2024,0,20527,2614,3246,4954,1963,3412,2080,2301,894,1677
B023,01/01/2025,0,23380,4933,5826,4827,927,1659,4565,1296,1442,2838
B024,01/01/2020,31732,47417,2778,3159,1921,1087,1389,2356,1840,1919,2014
B024,01/02/2020,31732,55080,5539,6397,3240,1698,3669,3522,2083,709,2030
B024,01/03/2020,31732,49044,2140,2663,4495,524,1509,4201,2468,932,520
B024,01/04/2020,31732,50514,2517,3058,4164,1054,1286,4535,2089,1102,1494
B024,01/05/2020,31732,56543,9081,10894,2413,1286,2379,2563,1829,911,2536
B024,01/06/2020,31732,50841,2023,2427,3648,1071,2234,4902,2767,929,1131
B024,01/07/2020,31732,52506,4280,4838,4332,618,3399,3154,1416,561,2456
B024,01/08/2020,31732,50389,3165,3621,4458,1223,1503,3122,1707,925,2098
B024,01/09/2020,31732,49069,2064,2511,2376,1503,2418,4384,1153,834,2158
B024,01/10/2020,31732,55543,6078,7458,2138,1582,2100,4179,1506,1992,2856
B024,01/11/2020,31732,53203,5583,6465,4045,862,1421,3410,1500,1767,2001
B024,01/12/2020,31732,52846,7296,8487,1685,1532,1391,2424,2980,1756,859
B024,01/01/2021,32525,59046,9180,10405,2792,1593,1107,4906,1106,1798,2814
B024,01/02/2021,32525,60028,8432,10438,4977,525,2457,3425,1895,1728,2058
B024,01/03/2021,32525,52875,4217,5057,3949,776,1188,4193,2274,1705,1208
B024,01/04/2021,32525,59317,9958,12176,2943,938,3954,2264,2007,520,1990
B024,01/05/2021,32525,53212,3351,4099,3310,838,2219,3895,2778,1399,2149
B024,01/06/2021,32525,54174,4157,5031,4755,1527,2804,3099,1109,1992,1332
B024,01/07/2021,32525,54548,8124,9054,1126,549,3385,2316,2800,1939,854
B024,01/08/2021,32525,52925,7194,8130,1297,1651,1821,3384,1970,853,1294
B024,01/09/2021,32525,52484,4869,6031,4107,1611,2220,3231,1198,803,758
B024,01/10/2021,32525,49095,3248,3726,1136,664,3632,2072,2841,1507,992
B024,01/11/2021,32525,51039,2049,2446,3016,1831,2160,4325,1958,1049,1729
B024,01/12/2021,32525,53499,2172,2571,4984,1518,1422,4279,2678,1256,2266
B024,01/01/2022,33318,51442,2053,2503,4782,1076,3013,2864,1793,1212,881
B024,01/02/2022,33318,61251,7696,9305,4525,1584,3058,4527,2082,818,2034
B024,01/03/2022,33318,59285,9039,10111,3116,809,3391,3088,2489,1004,1959
B024,01/04/2022,33318,59000,9407,11593,3651,1215,3040,2519,1002,1018,1644
B024,01/05/2022,33318,53095,6036,7193,2028,1266,2456,2710,1369,1255,1500
B024,01/06/2022,33318,56234,4333,5193,4521,1478,3772,3988,1721,1315,928
B024,01/07/2022,33318,55192,7218,8508,3528,1189,1753,3705,1893,575,723
B024,01/08/2022,33318,54717,4024,4592,3929,550,3866,4927,1779,815,941
B024,01/09/2022,33318,62861,8488,10202,4227,788,3148,4826,2281,1905,2166
B024,01/10/2022,33318,58702,4679,5463,3683,1979,3970,4906,1947,709,2727
B024,01/11/2022,33318,57509,5839,6967,2770,1899,2829,4829,1020,1455,2422
B024,01/12/2022,33318,55700,3480,4193,4840,1246,3320,4088,1528,1714,1453
B024,01/01/2023,34111,58359,5922,6783,2278,1964,3017,4604,2857,985,1760
B024,01/02/2023,34111,55260,3827,4756,3138,646,2249,4528,2955,1794,1083
B024,01/03/2023,34111,59224,8293,9609,4142,1929,1212,2579,2760,1433,1449
B024,01/04/2023,34111,55062,4466,5558,2632,1220,2047,2792,2879,1414,2409
B024,01/05/2023,34111,56327,7419,8406,2214,1028,2768,2196,1665,1891,2048
B024,01/06/2023,34111,49963,2947,3301,1397,1761,1138,3624,1886,1306,1439
B024,01/07/2023,34111,53875,2925,3491,3901,1491,1305,4234,2713,1706,923
B024,01/08/2023,34111,57410,7288,8337,3179,898,3081,3147,2160,705,1792
B024,01/09/2023,34111,50733,2427,2714,1472,2000,1250,3551,2096,1108,2431
B024,01/10/2023,34111,54602,3554,4290,4265,1939,3656,3282,1166,639,1254
B024,01/11/2023,34111,61513,7486,8848,3887,1675,2289,4810,2553,794,2546
B024,01/12/2023,34111,58108,7208,9009,1322,1350,3226,3998,1080,1916,2096
B024,01/01/2024,34905,56534,2899,3400,3729,1428,3475,3475,1278,1853,2991
B024,01/02/2024,34905,59161,9358,10922,1586,1923,1342,4057,1457,1562,1407
B024,01/03/2024,34905,60953,9941,12293,2986,588,1391,4495,1815,1179,1301
B024,01/04/2024,34905,56494,4769,5303,2291,1368,3605,4402,2133,1200,1287
B024,01/05/2024,34905,61712,9087,10968,3900,1945,1136,4372,1571,1200,1715
B024,01/06/2024,34905,55884,5280,6454,3652,874,2179,3871,2426,696,827
B024,01/07/2024,34905,55804,6007,6938,3127,537,1554,2460,2825,685,2773
B024,01/08/2024,34905,54363,4321,5063,1781,1141,3696,3620,1398,936,1823
B024,01/09/2024,34905,58619,4275,4893,4583,724,2106,4184,2839,1961,2424
B024,01/10/2024,34905,58484,6117,7215,3146,1406,1121,4197,2446,1433,2615
B024,01/11/2024,34905,64117,7013,8753,4840,1749,3806,3224,2357,1752,2731
B024,01/12/2024,34905,54241,5204,5903,1594,851,3519,2623,1359,728,2759
B024,01/01/2025,35698,59835,6747,8279,2792,794,3783,2524,1717,1585,2663
B025,01/01/2020,0,24285,6820,8346,3329,1507,1760,4577,2764,726,1276
B025,01/02/2020,0,23754,7081,8506,2618,845,1860,4162,2838,862,2063
B025,01/03/2020,0,22998,7344,9062,2456,1683,1275,3018,1692,1318,2494
B025,01/04/2020,0,26095,6712,8034,3985,987,3659,4786,1970,1186,1488
B025,01/05/2020,0,18612,6474,7789,2049,640,1032,2502,2398,1146,1056
B025,01/06/2020,0,21823,6028,7219,3971,696,1520,4620,1671,1525,601
B025,01/07/2020,0,26558,9691,11160,2108,1711,3136,2634,2776,1405,1628
B025,01/08/2020,0,20722,5113,6090,1818,1672,2422,4234,1296,979,2211
B025,01/09/2020,0,23027,6050,7109,4987,1078,2093,4311,1392,885,1172
B025,01/10/2020,0,21465,5662,6516,4324,1856,2253,2344,2345,756,1071
B025,01/11/2020,0,18996,2498,2893,2839,918,3421,4895,2120,765,1145
B025,01/12/2020,0,17715,3835,4391,3257,652,2021,3393,2788,561,652
B025,01/01/2021,0,20679,6454,7605,1217,1582,3938,2093,2230,657,1357
B025,01/02/2021,0,19536,3761,4255,3858,1463,2128,3751,1459,1700,922
B025,01/03/2021,0,25814,6348,7546,3846,1179,3784,4225,2072,1049,2113
B025,01/04/2021,0,23565,6460,7924,4586,1697,1637,2326,1919,1104,2372
B025,01/05/2021,0,27625,9227,11327,4335,626,2628,3321,2198,1808,1382
B025,01/06/2021,0,27636,9924,11894,2030,1813,3025,4517,1737,984,1636
B025,01/07/2021,0,23286,3706,4254,4416,1865,3455,3732,2939,1210,1415
B025,01/08/2021,0,19418,3737,4542,4191,1259,1633,4422,1237,1147,987
B025,01/09/2021,0,18890,3800,4261,2597,1237,1702,3959,2699,1385,1050
B025,01/10/2021,0,24453,8105,10127,1315,1303,1021,4277,2175,1748,2487
B025,01/11/2021,0,20619,7518,8552,1305,738,2570,2783,2368,1537,766
B025,01/12/2021,0,25061,5775,6965,4596,1370,2475,3315,2202,1160,2978
B025,01/01/2022,0,21161,8009,9238,2274,843,1698,2052,1449,882,2725
B025,01/02/2022,0,19867,5950,6659,2871,854,3068,2763,1992,1076,584
B025,01/03/2022,0,16100,4980,6089,1118,609,1377,2898,1867,1073,1069
B025,01/04/2022,0,18410,2689,3050,4382,1337,2201,2225,2730,1375,1110
B025,01/05/2022,0,16535,2354,2703,3178,1802,1074,3123,1453,1117,2085
B025,01/06/2022,0,25987,8101,9230,4410,865,3810,4027,2025,804,816
B025,01/07/2022,0,25332,7982,9553,3830,1746,2043,3488,1444,1081,2147
B025,01/08/2022,0,17759,2330,2661,3682,504,1721,4543,1753,1334,1561
B025,01/09/2022,0,19282,7056,8019,1017,1022,1657,3661,1686,1116,1104
B025,01/10/2022,0,20689,7974,8992,1236,988,2549,2595,2491,1242,596
B025,01/11/2022,0,20819,7546,8880,1822,1102,1256,2695,2553,818,1693
B025,01/12/2022,0,24373,6852,8232,4260,835,1340,4069,1896,1697,2044
B025,01/01/2023,0,19928,2411,2835,3837,1705,2146,4424,2605,1199,1177
B025,01/02/2023,0,29838,8584,10640,4962,1564,3152,3334,2641,1853,1692
B025,01/03/2023,0,24641,7479,8455,4192,1891,2100,2263,1958,1714,2068
B025,01/04/2023,0,19492,6323,7190,1132,1287,3600,2368,1626,1767,522
B025,01/05/2023,0,17343,2053,2282,3266,690,3866,3466,1058,542,2173
B025,01/06/2023,0,21469,6218,7037,2336,1857,1504,3148,2026,1116,2445
B025,01/07/2023,0,21810,6404,7505,3820,724,1177,2893,2645,881,2165
B025,01/08/2023,0,18926,3373,3801,2326,565,1842,4951,2705,637,2099
B025,01/09/2023,0,20176,4650,5176,4908,1671,1681,2975,1708,719,1338
B025,01/10/2023,0,22607,2186,2514,4153,1861,3080,4952,2076,1126,2845
B025,01/11/2023,0,25756,8815,10169,4593,1152,3056,3377,1668,683,1058
B025,01/12/2023,0,23203,6311,7653,4933,1201,3634,2450,1171,1153,1008
B025,01/01/2024,0,20634,7351,9180,1100,1415,2623,2714,1852,1144,606
B025,01/02/2024,0,24979,5196,6393,4343,1238,3591,4120,1426,1029,2839
B025,01/03/2024,0,24291,7478,8549,1905,1925,2211,4426,1914,1272,2089
B025,01/04/2024,0,17935,4693,5349,2217,767,2390,2407,2429,911,1465
B025,01/05/2024,0,26734,8299,10262,4962,1176,3343,3937,1113,665,1276
B025,01/06/2024,0,20730,4090,4819,3404,641,1857,4855,2273,1149,1732
B025,01/07/2024,0,29373,9177,11089,4656,1464,3469,3784,1922,1419,1570
B025,01/08/2024,0,24731,8326,10075,1065,784,2058,4360,2533,1755,2101
B025,01/09/2024,0,22730,8345,9775,2116,947,1727,4089,1288,1482,1306
B025,01/10/2024,0,16568,3175,3707,2653,872,2240,2182,1800,1793,1321
B025,01/11/2024,0,23721,7906,9235,2798,1790,1021,4686,1317,1386,1488
B025,01/12/2024,0,19772,4229,5097,2422,1684,1854,3494,1281,1644,2296
B025,01/01/2025,0,18436,3852,4472,3907,647,2072,3386,1089,990,1873
B026,01/01/2020,23620,46857,6300,7337,2631,947,1468,4889,2235,1783,1947
B026,01/02/2020,23620,50435,6647,8017,4670,1696,2485,3498,2993,1887,1569
B026,01/03/2020,23620,40997,2849,3349,2937,1710,1398,3042,2129,1527,1285
B026,01/04/2020,23620,47164,5417,6232,3430,931,3487,2928,2642,1997,1897
B026,01/05/2020,23620,43444,3941,4838,2726,1083,1624,2803,2767,1961,2022
B026,01/06/2020,23620,52547,8869,10994,3967,1944,1609,3356,2295,1864,2898
B026,01/07/2020,23620,43334,4769,5514,1280,1922,2637,3089,2600,1149,1523
B026,01/08/2020,23620,47989,7213,8414,4936,1986,2332,3297,1353,817,1234
B026,01/09/2020,23620,47229,6394,7357,2537,1202,3836,4077,2461,1316,823
B026,01/10/2020,23620,39332,3293,3948,2106,956,1621,2775,1663,1786,857
B026,01/11/2020,23620,47768,8616,9780,3593,576,1984,2278,2852,1085,2000
B026,01/12/2020,23620,47138,8924,10591,1876,559,1875,3521,1853,1517,1726
B026,01/01/2021,24210,43018,2767,3241,1165,915,3726,4175,2104,1710,1772
B026,01/02/2021,24210,49331,9259,10816,2691,2000,3760,2444,1039,1139,1232
B026,01/03/2021,24210,47613,7938,8885,4602,747,1529,3142,1716,1585,1197
B026,01/04/2021,24210,46987,4501,5211,2806,1878,3390,4184,1407,1764,2137
B026,01/05/2021,24210,45988,3109,3675,3680,1087,2733,4640,1926,1704,2333
B026,01/06/2021,24210,40997,2828,3529,3259,1318,1182,3312,1589,1480,1118
B026,01/07/2021,24210,49530,4445,5238,4900,1845,3006,4431,1973,1084,2843
B026,01/08/2021,24210,40623,4547,5293,1770,963,2344,2428,1163,752,1700
B026,01/09/2021,24210,52684,8936,11000,4002,672,2681,4469,2174,533,2943
B026,01/10/2021,24210,46111,5030,6049,4827,1744,1443,2740,1372,1455,2271
B026,01/11/2021,24210,51787,8200,10011,3392,517,3178,4736,2268,1647,1828
B026,01/12/2021,24210,45968,5205,6119,2558,547,2871,4465,1984,1862,1352
B026,01/01/2022,24801,42107,4722,5324,1457,842,1079,4073,2775,631,1125
B026,01/02/2022,24801,45893,4353,4972,4671,1906,2155,4052,2032,500,804
B026,01/03/2022,24801,48893,8685,10154,3709,806,1798,4383,1228,506,1508
B026,01/04/2022,24801,47418,5956,6706,3161,581,2471,4087,1517,1991,2103
B026,01/05/2022,24801,56566,9385,11348,4370,1961,3739,4809,2776,657,2105
B026,01/06/2022,24801,48677,7446,9098,2487,1372,3205,2000,2087,1209,2418
B026,01/07/2022,24801,44398,4526,5120,1007,1120,3370,3986,2018,545,2431
B026,01/08/2022,24801,46327,5232,5919,1669,1344,3295,4305,1246,1306,2442
B026,01/09/2022,24801,44983,2262,2685,4077,1832,3282,4202,1387,659,2058
B026,01/10/2022,24801,46207,4973,5704,2664,891,1387,4581,2678,944,2557
B026,01/11/2022,24801,49763,9932,11866,2909,744,2286,2437,1843,721,2156
B026,01/12/2022,24801,48076,7471,8422,2553,1313,2376,4767,2165,1099,580
B026,01/01/2023,25391,45341,7772,8831,2405,678,1158,2042,1424,1245,2167
B026,01/02/2023,25391,50086,7795,9695,3164,912,2514,3510,1635,1311,1954
B026,01/03/2023,25391,44956,2598,3151,4489,1847,2967,3232,1505,1442,932
B026,01/04/2023,25391,48936,7576,9097,1445,1956,2694,2450,2911,1136,1856
B026,01/05/2023,25391,46004,6014,7218,4502,809,1536,3262,1515,1038,733
B026,01/06/2023,25391,43305,2890,3381,2111,1548,1435,2747,2421,1362,2909
B026,01/07/2023,25391,44799,5875,6623,1274,1156,1948,3534,1035,894,2944
B026,01/08/2023,25391,45873,2988,3553,3944,1201,3509,2511,1869,974,2921
B026,01/09/2023,25391,45663,3765,4687,2339,1993,1336,4374,1704,1206,2633
B026,01/10/2023,25391,49278,6036,7127,3199,1603,2463,3996,2420,1033,2046
B026,01/11/2023,25391,47553,6243,7565,3519,1489,1539,2852,2341,586,2271
B026,01/12/2023,25391,49690,9727,11365,1380,957,3339,2822,1517,1940,979
B026,01/01/2024,25982,48201,4350,5072,3502,1741,3264,3802,2508,1805,525
B026,01/02/2024,25982,49212,5275,6115,4318,1062,1806,4836,1712,1197,2184
B026,01/03/2024,25982,46033,2494,3038,4408,1940,3933,3720,1390,956,666
B026,01/04/2024,25982,49283,7379,8903,4567,562,1139,3125,2092,1557,1356
B026,01/05/2024,25982,43124,2628,3159,1940,1770,3166,2106,1753,743,2505
B026,01/06/2024,25982,50744,9443,10527,4965,544,1448,3441,1257,1151,1429
B026,01/07/2024,25982,52736,9157,10839,3249,1910,1834,4420,2621,1204,677
B026,01/08/2024,25982,46796,2598,3238,2976,1653,3380,3817,2572,1194,1984
B026,01/09/2024,25982,46737,7031,8229,2909,664,1508,3660,1040,928,1817
B026,01/10/2024,25982,45103,3930,4425,4510,1944,1868,2321,2145,833,1075
B026,01/11/2024,25982,52064,8120,9914,3132,1100,1629,4640,2938,1141,1588
B026,01/12/2024,25982,43646,5152,6197,1054,1650,1527,3021,1621,636,1958
B026,01/01/2025,26572,48862,9302,10521,1311,1360,3419,2119,1977,1055,528
B027,01/01/2020,33196,55975,6893,7775,2718,1592,3605,2352,2449,783,1505
B027,01/02/2020,33196,51643,3810,4728,2675,1080,2877,2080,1826,1001,2180
B027,01/03/2020,33196,57803,5596,6578,4791,1321,2962,3561,1568,1545,2281
B027,01/04/2020,33196,53740,2334,2712,4992,512,1273,4182,2763,1599,2511
B027,01/05/2020,33196,52969,3093,3479,1318,1097,3046,4771,1979,1091,2992
B027,01/06/2020,33196,52798,4502,5538,3361,1335,2930,2244,2313,1028,853
B027,01/07/2020,33196,51105,4738,5472,2569,629,1395,3867,1668,523,1786
B027,01/08/2020,33196,55155,9814,10972,1363,1440,1755,2311,1561,1878,679
B027,01/09/2020,33196,59999,9608,11635,4031,1624,1935,2051,1954,1004,2569
B027,01/10/2020,33196,58896,5889,6830,3639,1597,3660,4557,2673,870,1874
B027,01/11/2020,33196,57139,4498,5434,2533,936,3602,4865,2663,1866,2044
B027,01/12/2020,33196,49929,2662,2975,1450,1886,1440,4383,1540,1735,1324
B027,01/01/2021,34025,56757,4582,5444,4602,1105,2422,4075,2692,1509,883
B027,01/02/2021,34025,52035,3167,3706,3525,1145,2247,2105,1244,1630,2408
B027,01/03/2021,34025,63662,9524,11794,1961,1745,3641,4443,2918,1432,1703
B027,01/04/2021,34025,59258,7970,9141,4241,588,1054,3338,2145,1941,2785
B027,01/05/2021,34025,60227,8488,10445,2683,1927,1758,3899,2022,961,2507
B027,01/06/2021,34025,56192,8419,10513,3246,958,1232,2253,1154,1333,1478
B027,01/07/2021,34025,55303,8660,9983,1712,1792,1204,4199,1198,530,660
B027,01/08/2021,34025,54965,6161,6884,2440,1112,2572,3589,2643,1047,653
B027,01/09/2021,34025,58799,6424,7242,3556,810,2261,4766,2373,1927,1839
B027,01/10/2021,34025,57754,7187,8167,1406,1855,3706,3393,2417,1708,1077
B027,01/11/2021,34025,61024,9404,11337,4174,687,1282,4890,1750,1689,1190
B027,01/12/2021,34025,58040,5438,6703,1531,1618,2889,4922,2400,1951,2001
B027,01/01/2022,34855,53776,2127,2390,2496,1389,3461,4034,2937,578,1636
B027,01/02/2022,34855,57605,7228,8211,2983,1838,2251,3730,2468,717,552
B027,01/03/2022,34855,60455,8072,9778,1030,1533,3689,4543,1641,536,2850
B027,01/04/2022,34855,55675,4552,5559,4009,958,1993,3825,1133,1578,1765
B027,01/05/2022,34855,54875,3182,3827,3830,1976,1061,2465,2871,1880,2110
B027,01/06/2022,34855,54787,5004,5653,2122,509,2967,4518,1709,941,1513
B027,01/07/2022,34855,57890,5176,5966,4062,1120,3725,2641,1797,1771,1953
B027,01/08/2022,34855,53062,5201,6344,1402,949,2160,3071,2010,546,1725
B027,01/09/2022,34855,60367,9768,11697,4305,957,2257,3629,1247,706,714
B027,01/10/2022,34855,52584,3045,3457,1080,1362,1025,4567,2601,1144,2493
B027,01/11/2022,34855,51332,3901,4660,1047,1408,2948,2285,2388,1061,680
B027,01/12/2022,34855,53611,2581,3057,2136,787,3381,3157,2702,893,2643
B027,01/01/2023,35685,56039,5802,7183,2502,643,1490,3353,2132,1110,1941
B027,01/02/2023,35685,55192,7444,8727,1430,873,1630,3220,1033,1764,830
B027,01/03/2023,35685,60940,7192,8601,4125,1870,3099,2052,2069,881,2558
B027,01/04/2023,35685,55424,5563,6244,1889,1824,1427,4313,1588,717,1737
B027,01/05/2023,35685,56238,3382,3952,2630,1926,2981,3510,1974,855,2725
B027,01/06/2023,35685,59273,6724,8008,3223,1917,2660,2442,2930,1652,756
B027,01/07/2023,35685,54615,5914,6592,2024,879,3162,2572,1126,1032,1543
B027,01/08/2023,35685,61633,8801,9973,1896,1064,3749,2473,2921,1452,2420
B027,01/09/2023,35685,59424,4737,5901,3677,1439,2580,4333,2870,957,1982
B027,01/10/2023,35685,57905,5411,6093,3820,897,2699,4424,2278,1317,692
B027,01/11/2023,35685,60944,9368,11454,2866,860,3086,2098,2565,589,1741
B027,01/12/2023,35685,52955,2416,2920,3323,858,2075,3983,1574,1883,654
B027,01/01/2024,36515,58800,5744,6674,4556,1594,1561,2752,2583,1281,1284
B027,01/02/2024,36515,58680,5545,6687,2291,978,2198,4439,2013,829,2730
B027,01/03/2024,36515,63712,8517,9691,4251,1737,1921,2757,2677,1645,2518
B027,01/04/2024,36515,59715,7392,8220,3826,1353,2996,2477,2211,922,1195
B027,01/05/2024,36515,55699,5623,6595,1317,976,3143,3696,1135,1435,887
B027,01/06/2024,36515,62303,8230,9578,4606,1284,2289,2932,2572,767,1760
B027,01/07/2024,36515,52898,3786,4251,4168,1235,1131,2004,1165,901,1528
B027,01/08/2024,36515,58280,3589,4406,4887,1434,3085,3089,2368,1875,621
B027,01/09/2024,36515,54807,3509,4212,3574,1275,2324,2769,1047,1317,1774
B027,01/10/2024,36515,58165,6169,6950,2257,561,3350,3097,2930,1777,728
B027,01/11/2024,36515,62600,9445,10637,4683,1971,1255,2116,2561,1297,1565
B027,01/12/2024,36515,54003,4441,5034,2513,936,1996,2522,2642,1147,698
B027,01/01/2025,37345,57982,5392,6629,1303,1277,1591,4384,1713,1866,1874
B028,01/01/2020,0,22994,5103,6210,4529,891,3639,3540,1690,1499,996
B028,01/02/2020,0,15598,3116,3693,1895,1921,1820,2307,2593,516,853
B028,01/03/2020,0,25634,7739,8922,4118,615,2854,4797,1164,1498,1666
B028,01/04/2020,0,22801,4958,5969,4168,520,2571,3278,2270,1962,2063
B028,01/05/2020,0,23353,7138,8035,2965,1568,1164,4592,1871,1439,1719
B028,01/06/2020,0,19972,2358,2656,4351,1374,2432,3188,1964,1023,2984
B028,01/07/2020,0,21682,4725,5545,3556,1066,3277,2634,1714,1097,2793
